2014-02-27 13:06:59,048 [15] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2014-02-27 13:07:45,441 [15] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 12] Application shutdown. Reason: ConfigurationChange
2014-02-27 13:07:47,230 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Determining hash of code files on disk
2014-02-27 13:07:47,242 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Hash determined (took 7ms)
2014-02-27 13:07:47,253 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2014-02-27 13:07:47,427 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 16 (took 172ms)
2014-02-27 13:07:47,446 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2014-02-27 13:07:47,454 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 8ms)
2014-02-27 13:07:47,456 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2014-02-27 13:07:47,463 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 7ms)
2014-02-27 13:07:47,464 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2014-02-27 13:07:47,471 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 3 (took 7ms)
2014-02-27 13:07:47,476 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2014-02-27 13:07:47,485 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 9ms)
2014-02-27 13:07:47,486 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2014-02-27 13:07:47,494 [18] INFO  Umbraco.Core.PluginManager - [Thread 23] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 8ms)
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,525 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,529 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,640 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,647 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:47,648 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 23] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:48,498 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:48,498 [18] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 8] Running 'InstallOrUpgrade' service
2014-02-27 13:07:48,500 [18] INFO  Umbraco.Core.DatabaseContext - [Thread 8] Database configuration status: Started
2014-02-27 13:07:48,927 [18] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '6.1.6',''
2014-02-27 13:07:48,927 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Initializing database schema creation
2014-02-27 13:07:48,999 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [umbracoNode] ([id] INTEGER NOT NULL IDENTITY(1,1),
[trashed] BIT NOT NULL CONSTRAINT [DF_umbracoNode_trashed] DEFAULT ('0'),
[parentID] INTEGER NOT NULL,
[nodeUser] INTEGER NULL,
[level] INTEGER NOT NULL,
[path] NVARCHAR(150) NOT NULL,
[sortOrder] INTEGER NOT NULL,
[uniqueID] UniqueIdentifier NULL,
[text] NVARCHAR(255) NULL,
[nodeObjectType] UniqueIdentifier NULL,
[createDate] DATETIME NOT NULL CONSTRAINT [DF_umbracoNode_createDate] DEFAULT (getdate()))
2014-02-27 13:07:49,014 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [PK_structure] PRIMARY KEY CLUSTERED ([id])
2014-02-27 13:07:49,015 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table umbracoNode
2014-02-27 13:07:49,040 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table umbracoNode
2014-02-27 13:07:49,071 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [FK_umbracoNode_umbracoNode_id] FOREIGN KEY ([parentID]) REFERENCES [umbracoNode] ([id])
2014-02-27 13:07:49,134 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeParentId] ON [umbracoNode] ([parentID])
2014-02-27 13:07:49,145 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeObjectType] ON [umbracoNode] ([nodeObjectType])
2014-02-27 13:07:49,148 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] New table 'umbracoNode' was created
2014-02-27 13:07:49,154 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [cmsTemplate] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[master] INTEGER NULL,
[alias] NVARCHAR(100) NULL,
[design] NTEXT NOT NULL)
2014-02-27 13:07:49,159 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [PK_cmsTemplate] PRIMARY KEY CLUSTERED ([pk])
2014-02-27 13:07:49,159 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table cmsTemplate
2014-02-27 13:07:49,159 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table cmsTemplate
2014-02-27 13:07:49,162 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_umbracoNode] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2014-02-27 13:07:49,165 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_cmsTemplate] FOREIGN KEY ([master]) REFERENCES [umbracoNode] ([id])
2014-02-27 13:07:49,166 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsTemplate_nodeId] ON [cmsTemplate] ([nodeId])
2014-02-27 13:07:49,167 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] New table 'cmsTemplate' was created
2014-02-27 13:07:49,170 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [cmsContent] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[contentType] INTEGER NOT NULL)
2014-02-27 13:07:49,174 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [PK_cmsContent] PRIMARY KEY CLUSTERED ([pk])
2014-02-27 13:07:49,174 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table cmsContent
2014-02-27 13:07:49,174 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table cmsContent
2014-02-27 13:07:49,176 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [FK_cmsContent_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2014-02-27 13:07:49,177 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContent] ON [cmsContent] ([nodeId])
2014-02-27 13:07:49,177 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] New table 'cmsContent' was created
2014-02-27 13:07:49,180 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Table sql -1:
 CREATE TABLE [cmsContentVersion] ([id] INTEGER NOT NULL IDENTITY(1,1),
[ContentId] INTEGER NOT NULL,
[VersionId] UniqueIdentifier NOT NULL,
[VersionDate] DATETIME NOT NULL CONSTRAINT [DF_cmsContentVersion_VersionDate] DEFAULT (getdate()),
[LanguageLocale] NVARCHAR(10) NULL)
2014-02-27 13:07:49,182 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Primary Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [PK_cmsContentVersion] PRIMARY KEY CLUSTERED ([id])
2014-02-27 13:07:49,183 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Creating data in table cmsContentVersion
2014-02-27 13:07:49,183 [18] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 8] Done creating data in table cmsContentVersion
2014-02-27 13:07:49,184 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Foreign Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [FK_cmsContentVersion_cmsContent_nodeId] FOREIGN KEY ([ContentId]) REFERENCES [cmsContent] ([nodeId])
2014-02-27 13:07:49,185 [18] INFO  Umbraco.Core.Persistence.Database - [Thread 8] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContentVersion_VersionId] ON [cmsContentVersion] ([VersionId])
